timestamp,close,high,low,trade_count,open,volume,vwap
2023-01-04 12:00:00+00:00,178.75,178.75,178.75,7,178.75,240,178.75
2023-01-04 12:15:00+00:00,178.83,178.83,178.83,22,178.83,760,178.83
2023-01-04 13:00:00+00:00,178.5,178.9688,178.5,60,178.9688,778,178.688919
2023-01-04 13:15:00+00:00,178.19,178.21,178.19,21,178.21,804,178.196885
2023-01-04 13:30:00+00:00,178.21,178.21,178.21,17,178.21,624,178.21
2023-01-04 13:45:00+00:00,177.6,178.47,177.6,93,178.19,5728,178.167428
2023-01-04 14:00:00+00:00,178.0,178.0,177.95,9,177.95,500,177.983278
2023-01-04 14:15:00+00:00,178.0,178.0,177.85,44,177.85,1210,177.929907
2023-01-04 14:30:00+00:00,179.65,180.15,178.48,7086,178.89,730674,179.379563
2023-01-04 14:45:00+00:00,179.63,179.73,179.1,5459,179.59,598191,179.428393
2023-01-04 15:00:00+00:00,179.04,179.8,178.88,6748,179.6,408496,179.128048
2023-01-04 15:15:00+00:00,179.22,179.22,178.7,4532,179.03,296360,178.937195
2023-01-04 15:30:00+00:00,179.18,179.24,178.87,3584,179.2,205290,179.006647
2023-01-04 15:45:00+00:00,179.245,179.39,179.0833,2877,179.18,189156,179.225276
2023-01-04 16:00:00+00:00,179.17,179.28,179.05,2632,179.26,163233,179.1581
2023-01-04 16:15:00+00:00,179.11,179.27,178.99,3192,179.18,241868,179.142996
2023-01-04 16:30:00+00:00,179.79,179.82,179.12,3376,179.12,196388,179.533572
2023-01-04 16:45:00+00:00,179.92,179.95,179.62,2698,179.81,193470,179.811798
2023-01-04 17:00:00+00:00,179.9,179.97,179.72,2380,179.93,117535,179.882086
2023-01-04 17:15:00+00:00,179.85,180.15,179.785,2883,179.88,254979,179.971343
2023-01-04 17:30:00+00:00,179.92,180.01,179.77,2584,179.86,191673,179.923448
2023-01-04 17:45:00+00:00,179.5327,179.9201,179.4999,2501,179.9201,147807,179.621623
2023-01-04 18:00:00+00:00,179.362,179.5669,179.2,2081,179.53,129172,179.377247
2023-01-04 18:15:00+00:00,179.5,179.555,179.33,2398,179.36,153544,179.460519
2023-01-04 18:30:00+00:00,179.28,179.5,179.23,2513,179.5,176895,179.374379
2023-01-04 18:45:00+00:00,179.38,179.5,179.175,3320,179.28,169244,179.26319
2023-01-04 19:00:00+00:00,179.15,179.635,178.7,6727,179.46,463552,179.155503
2023-01-04 19:15:00+00:00,179.09,179.3,178.96,4848,179.15,315967,179.097953
2023-01-04 19:30:00+00:00,179.12,179.26,178.99,3601,179.09,254299,179.105777
2023-01-04 19:45:00+00:00,179.24,179.2752,178.96,2871,179.12,205183,179.145021
2023-01-04 20:00:00+00:00,179.44,179.7,179.23,2983,179.26,180805,179.47154
2023-01-04 20:15:00+00:00,179.62,179.7,179.42,4040,179.445,293525,179.561476
2023-01-04 20:30:00+00:00,179.27,179.69,179.1904,5614,179.61,417478,179.476448
2023-01-04 20:45:00+00:00,180.11,180.19,179.26,9396,179.27,793383,179.768351
2023-01-04 21:00:00+00:00,180.13,180.4,180.13,102,180.13,2042671,180.130075
2023-01-04 21:15:00+00:00,180.23,180.23,180.12,20,180.23,1905,180.223235
2023-01-04 21:30:00+00:00,180.23,180.7414,180.23,7,180.23,705,180.305206
2023-01-04 21:45:00+00:00,180.6799,180.6799,180.5,3,180.5,231629,180.58995
2023-01-04 23:30:00+00:00,180.0,180.0,180.0,1,180.0,100,180.0
2023-01-05 13:00:00+00:00,180.15,180.31,180.15,28,180.31,251404,180.155565
2023-01-05 13:30:00+00:00,179.5,179.5,179.42,14,179.42,710,179.454
2023-01-05 13:45:00+00:00,179.37,179.37,179.37,14,179.37,257,179.37
